multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
3137,NHZ1002,1932-01-01,00:00,65.0,60,AV LIBERTADOR,R02,APELADA,5.0,2.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1071b237587a698b_patente.qoi,NHZ1002,1.0
3138,PIW4215,1932-01-01,15:51,82.0,60,RUTA 9,R03,IMPAGA,22.0,19.0,,,
3139,W326AVE,2021-08-04,15:51,109.0,40,AV LIBERTADOR,,ERROR,69.0,67.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
3140,BX55DOG,1932-01-01,10:07,49.0,40,AV SIEMPRE VIVA,,ERROR,9.0,7.0,,,
3142,HAMSTUR,1932-01-01,15:51,133.0,80,AV SIEMPRE VIVA,R02,APELADA,53.0,49.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
3144,UW3932,1932-01-01,00:00,124.0,80,RUTA 9,,PAGADA,44.0,40.0,,,
3148,GCP332,1932-01-01,10:08,135.0,80,RUTA 9,R02,ERROR,55.0,51.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,GCP332,1.0
3149,INTIGR8,1932-01-01,15:52,130.0,80,AV SIEMPRE VIVA,R01,ERROR,50.0,46.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/da1352ab6054a2e4_patente.jpg,INTIGR8,1.0
3150,810TCH,1932-01-01,00:00,130.0,60,RUTA 9,R02,APELADA,70.0,67.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/53ad98b12752ad16_patente.jpg,810TCH,1.0
3155,HAMSTUR,2020-06-21,10:08,71.0,40,AV LIBERTADOR,R01,PAGADA,31.0,29.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
3156,TL03GOG,1932-01-01,10:08,115.0,40,AV SIEMPRE VIVA,R02,ERROR,75.0,73.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/fdd963edc28bf163_patente.jpg,TL03G0G,0.8571
3157,810TCH,1932-01-01,00:00,96.0,60,RUTA 9,R01,ERROR,36.0,33.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/53ad98b12752ad16_patente.jpg,810TCH,1.0
3158,DI2LOT,1932-01-01,00:00,75.0,40,AV LIBERTADOR,R02,APELADA,35.0,33.0,,,
3160,GLEN1E,1932-01-01,15:52,146.0,80,AV SIEMPRE VIVA,,PAGADA,66.0,62.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b9f5b9acf1777acf.jpg,GLENIE,0.8333
3161,FVIOUHP,2024-01-24,20:13,130.0,80,AV SIEMPRE VIVA,R03,IMPAGA,50.0,46.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
3162,HF3461,1932-01-01,00:00,124.0,60,AV LIBERTADOR,R03,IMPAGA,64.0,61.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
3163,NAN,1932-01-01,20:14,135.0,60,RUTA 9,R02,PAGADA,75.0,72.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b01d46f9911d558b.jpg,NAN,1.0
3164,6EVY261,1932-01-01,10:08,109.0,80,AV LIBERTADOR,,PAGADA,29.0,25.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/081f5a6bc61b9c48_patente.jpg,6EVY261,1.0
3166,BP717,1932-01-01,20:14,107.0,80,AV SIEMPRE VIVA,R02,IMPAGA,27.0,23.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
3168,MPX9357,2020-12-19,20:14,43.0,40,RUTA 9,R01,APELADA,3.0,1.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
3169,J1S1,1932-01-01,00:00,85.0,60,AV LIBERTADOR,R03,APELADA,25.0,22.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
3171,3646HBH,2024-02-03,20:14,131.0,80,AV LIBERTADOR,R01,IMPAGA,51.0,47.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
3176,9999868,1932-01-01,00:00,155.0,80,AV SIEMPRE VIVA,R03,APELADA,75.0,71.0,,,
3177,WU341A,1932-01-01,15:53,103.0,60,RUTA 9,R03,PAGADA,43.0,40.0,,,
3179,GN64OTP,1932-01-01,20:15,65.0,60,RUTA 9,R01,PAGADA,5.0,2.0,,,
3181,UM96201,2021-04-22,20:15,123.0,60,RUTA 9,,PAGADA,63.0,60.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
3188,BHRP770,1932-01-01,15:53,116.0,60,AV SIEMPRE VIVA,,APELADA,56.0,53.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,1.0
3190,691XC80,1932-01-01,00:00,118.0,80,RUTA 9,R03,IMPAGA,38.0,34.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
3192,B81JKY,2021-05-15,00:00,73.0,60,RUTA 9,R02,PAGADA,13.0,10.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
3194,BP717,1932-01-01,20:15,82.0,40,RUTA 9,R02,ERROR,42.0,40.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
3195,OUTSTDN,2023-03-22,20:16,157.0,80,AV SIEMPRE VIVA,R01,APELADA,77.0,73.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1ca1155083156d72_patente.jpg,OUTSTDN,1.0
3196,BM351,1932-01-01,00:00,128.0,60,RUTA 9,,IMPAGA,68.0,65.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,1.0
3198,YLO8WUE,2021-05-22,00:00,151.0,80,AV LIBERTADOR,R02,PAGADA,71.0,67.0,,,
3200,2999961,1932-01-01,00:00,126.0,80,AV LIBERTADOR,,PAGADA,46.0,42.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
3202,M431ZW,1932-01-01,15:54,120.0,40,AV LIBERTADOR,,APELADA,80.0,78.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.8333
3203,DI2LOT,1932-01-01,15:54,92.0,80,AV SIEMPRE VIVA,R02,APELADA,12.0,8.0,,,
3205,0695DVH,1932-01-01,10:09,140.0,60,RUTA 9,,IMPAGA,80.0,77.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/12b7ea40074d3b20.jpg,0695DVH,1.0
3207,41RSTZ,1932-01-01,00:00,144.0,80,AV LIBERTADOR,R02,APELADA,64.0,60.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/86c92b0402fec141_patente.jpg,41RSTZ,1.0
3208,WEFLYN,2021-05-23,00:00,112.0,60,AV LIBERTADOR,R02,IMPAGA,52.0,49.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/29f7991e696e6e3f_patente.jpg,WEFLYN,1.0
3210,41RSTZ,1932-01-01,10:09,134.0,60,RUTA 9,R01,IMPAGA,74.0,71.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/86c92b0402fec141_patente.jpg,41RSTZ,1.0
3217,HK06YMX,1932-01-01,00:00,136.0,60,AV LIBERTADOR,,ERROR,76.0,73.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
3219,T0YDR,1932-01-01,20:17,137.0,80,AV LIBERTADOR,R03,IMPAGA,57.0,53.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8
3221,BB8986,1932-01-01,20:18,81.0,60,AV LIBERTADOR,R02,APELADA,21.0,18.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
3222,VTIIAHV,2021-07-16,10:10,138.0,80,AV LIBERTADOR,R02,APELADA,58.0,54.0,,,
3225,M431ZW,1932-01-01,10:10,155.0,80,AV SIEMPRE VIVA,R02,PAGADA,75.0,71.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.8333
3228,AI7OVF,1932-01-01,20:18,119.0,60,RUTA 9,R02,PAGADA,59.0,56.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,0.8333
3231,HF3461,2021-06-29,20:18,101.0,40,AV LIBERTADOR,R03,IMPAGA,61.0,59.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
3233,HK06YMX,1932-01-01,00:00,105.0,40,AV LIBERTADOR,,IMPAGA,65.0,63.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
3234,NTHGLFT,1932-01-01,00:00,101.0,60,AV LIBERTADOR,R03,IMPAGA,41.0,38.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5fb888d79b551331.jpg,NTHGLFT,1.0
3235,INTIGR8,2020-03-08,10:11,101.0,60,AV SIEMPRE VIVA,R03,IMPAGA,41.0,38.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/da1352ab6054a2e4_patente.jpg,INTIGR8,1.0
3236,VY90540,1932-01-01,20:19,71.0,60,AV SIEMPRE VIVA,R01,ERROR,11.0,8.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
3238,0695DVH,1932-01-01,00:00,116.0,40,AV LIBERTADOR,R02,IMPAGA,76.0,74.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/12b7ea40074d3b20.jpg,0695DVH,1.0
3242,VY90540,2023-01-19,00:00,94.0,40,AV LIBERTADOR,R02,PAGADA,54.0,52.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
3243,2999961,2022-02-01,20:19,102.0,80,AV LIBERTADOR,R01,ERROR,22.0,18.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
3247,INTIGR8,1932-01-01,10:11,63.0,40,RUTA 9,,PAGADA,23.0,21.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/da1352ab6054a2e4_patente.jpg,INTIGR8,1.0
3249,GN64OTP,1932-01-01,20:19,99.0,80,RUTA 9,R02,PAGADA,19.0,15.0,,,
3250,INTIGR8,2020-01-14,00:00,86.0,60,AV LIBERTADOR,,IMPAGA,26.0,23.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/da1352ab6054a2e4_patente.jpg,INTIGR8,1.0
3251,CT5B876,2021-12-27,00:00,120.0,80,AV LIBERTADOR,R03,APELADA,40.0,36.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.8571
3253,409,2020-04-08,10:11,106.0,80,AV LIBERTADOR,R01,APELADA,26.0,22.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7bcf6b4ec09f1ea7_patente.jpg,409,1.0
3259,FVIOUHP,1932-01-01,10:12,159.0,80,AV SIEMPRE VIVA,R02,APELADA,79.0,75.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
3263,GCP332,2022-04-16,00:00,140.0,80,RUTA 9,R03,APELADA,60.0,56.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,GCP332,1.0
3265,NHZ1002,2021-07-04,20:20,110.0,40,AV LIBERTADOR,R02,PAGADA,70.0,68.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1071b237587a698b_patente.qoi,NHZ1002,1.0
3266,HK06YMX,1932-01-01,10:12,65.0,40,AV LIBERTADOR,R01,IMPAGA,25.0,23.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571
3269,6611172,1932-01-01,15:55,67.0,60,AV LIBERTADOR,R02,PAGADA,7.0,4.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
3270,BB8986,2021-08-15,00:00,94.0,40,RUTA 9,R02,APELADA,54.0,52.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
3272,MPX9357,1932-01-01,00:00,115.0,80,RUTA 9,R01,APELADA,35.0,31.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
3273,6611172,1932-01-01,15:55,98.0,80,AV SIEMPRE VIVA,R03,PAGADA,18.0,14.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
3275,WU341A,2023-06-17,10:13,124.0,80,RUTA 9,R03,PAGADA,44.0,40.0,,,
3276,NHZ1002,2024-01-08,20:20,109.0,40,AV SIEMPRE VIVA,,APELADA,69.0,67.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1071b237587a698b_patente.qoi,NHZ1002,1.0
3281,M20CPR,1932-01-01,00:00,94.0,60,AV LIBERTADOR,R02,PAGADA,34.0,31.0,,,
3284,589222,1932-01-01,20:20,93.0,80,AV SIEMPRE VIVA,R03,ERROR,13.0,9.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,1.0
3285,T0YDR,2021-04-16,00:00,87.0,80,AV LIBERTADOR,R01,APELADA,7.0,3.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8
3287,831MDB,1932-01-01,15:55,116.0,80,RUTA 9,R01,IMPAGA,36.0,32.0,,,
3288,UM96201,1932-01-01,00:00,110.0,80,RUTA 9,R02,PAGADA,30.0,26.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
3290,FVIOUHP,1932-01-01,00:00,52.0,40,AV LIBERTADOR,R01,PAGADA,12.0,10.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.8571
3291,HAMSTUR,1932-01-01,00:00,134.0,80,AV LIBERTADOR,,APELADA,54.0,50.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a929dc75c20da7d8_patente.jpg,HAMSTUR,1.0
3293,YLO8WUE,1932-01-01,00:00,71.0,60,AV LIBERTADOR,R01,ERROR,11.0,8.0,,,
3295,WU341A,2021-03-04,15:55,118.0,80,AV LIBERTADOR,R01,ERROR,38.0,34.0,,,
3298,HF58HXP,2022-12-05,20:21,75.0,40,AV SIEMPRE VIVA,R02,IMPAGA,35.0,33.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.8571
3299,OUTSTDN,1932-01-01,20:21,122.0,80,AV LIBERTADOR,,APELADA,42.0,38.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1ca1155083156d72_patente.jpg,OUTSTDN,1.0
3300,VTIIAHV,2021-01-03,00:00,118.0,60,RUTA 9,R01,ERROR,58.0,55.0,,,
3303,CD05601,1932-01-01,00:00,115.0,80,AV LIBERTADOR,,PAGADA,35.0,31.0,,,
3305,NTHGLFT,1932-01-01,10:13,154.0,80,AV LIBERTADOR,R03,APELADA,74.0,70.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5fb888d79b551331.jpg,NTHGLFT,1.0
3306,GN64OTP,1932-01-01,10:13,138.0,60,RUTA 9,R02,ERROR,78.0,75.0,,,
3307,TL03GOG,2020-02-01,00:00,139.0,60,AV LIBERTADOR,R03,APELADA,79.0,76.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/fdd963edc28bf163_patente.jpg,TL03G0G,0.8571
3309,DI2LOT,2023-01-05,00:00,99.0,80,RUTA 9,R01,IMPAGA,19.0,15.0,,,
3311,BHRP770,1932-01-01,20:22,90.0,60,AV LIBERTADOR,R02,APELADA,30.0,27.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,1.0
3312,J1S1,1932-01-01,10:14,150.0,80,RUTA 9,,APELADA,70.0,66.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
3313,TL03GOG,2022-02-04,20:22,111.0,80,AV SIEMPRE VIVA,,PAGADA,31.0,27.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/fdd963edc28bf163_patente.jpg,TL03G0G,0.8571
3315,6EVY261,1932-01-01,10:14,151.0,80,RUTA 9,R02,PAGADA,71.0,67.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/081f5a6bc61b9c48_patente.jpg,6EVY261,1.0
3316,0695DVH,1932-01-01,00:00,110.0,60,RUTA 9,,ERROR,50.0,47.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/12b7ea40074d3b20.jpg,0695DVH,1.0
3317,M20CPR,2022-12-02,10:14,133.0,80,AV LIBERTADOR,R02,ERROR,53.0,49.0,,,
3320,VNK296GP,1932-01-01,20:22,153.0,80,AV LIBERTADOR,R03,PAGADA,73.0,69.0,,,
3322,WU08YWC,2020-06-21,20:22,100.0,40,AV LIBERTADOR,R02,IMPAGA,60.0,58.0,,,
3323,B81JKY,1932-01-01,00:00,145.0,80,AV SIEMPRE VIVA,,APELADA,65.0,61.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
3328,WEFLYN,1932-01-01,15:56,132.0,80,AV LIBERTADOR,R01,IMPAGA,52.0,48.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/29f7991e696e6e3f_patente.jpg,WEFLYN,1.0
3330,6NCE831,1932-01-01,20:23,78.0,60,AV LIBERTADOR,R03,IMPAGA,18.0,15.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0
3333,MX60NZA,1932-01-01,00:00,56.0,40,RUTA 9,R02,PAGADA,16.0,14.0,,,
3336,6NCE831,1932-01-01,20:23,153.0,80,AV LIBERTADOR,R03,IMPAGA,73.0,69.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0
3338,PIW4215,1932-01-01,00:00,155.0,80,AV LIBERTADOR,R01,ERROR,75.0,71.0,,,
3339,T0YDR,1932-01-01,20:23,62.0,40,AV SIEMPRE VIVA,R03,IMPAGA,22.0,20.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8
3340,AWS167,1932-01-01,10:15,89.0,80,AV SIEMPRE VIVA,,APELADA,9.0,5.0,,,
3345,NTHGLFT,2021-03-02,10:16,100.0,40,AV LIBERTADOR,R03,IMPAGA,60.0,58.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5fb888d79b551331.jpg,NTHGLFT,1.0
3346,3646HBH,2021-02-16,10:16,106.0,80,RUTA 9,R01,IMPAGA,26.0,22.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
3347,691XC80,1932-01-01,15:57,51.0,40,RUTA 9,R01,IMPAGA,11.0,9.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
3348,OUTSTDN,1932-01-01,15:57,116.0,40,AV LIBERTADOR,R03,PAGADA,76.0,74.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/1ca1155083156d72_patente.jpg,OUTSTDN,1.0
3350,5777770,1932-01-01,00:00,135.0,60,AV SIEMPRE VIVA,R02,PAGADA,75.0,72.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,1.0
3354,DI2LOT,1932-01-01,00:00,132.0,80,RUTA 9,R03,IMPAGA,52.0,48.0,,,
3355,0695DVH,2020-02-10,15:57,59.0,40,RUTA 9,R02,IMPAGA,19.0,17.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/12b7ea40074d3b20.jpg,0695DVH,1.0
3358,B81JKY,1932-01-01,10:17,122.0,60,RUTA 9,R03,PAGADA,62.0,59.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
3360,RFH373,2023-11-25,10:17,64.0,60,RUTA 9,R02,IMPAGA,4.0,1.0,,,
3362,6NCE831,2023-04-15,00:00,109.0,80,AV LIBERTADOR,R03,IMPAGA,29.0,25.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0
3365,T0YDR,1932-01-01,00:00,111.0,40,AV LIBERTADOR,R02,IMPAGA,71.0,69.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8
3369,B81JKY,1932-01-01,10:17,83.0,60,AV SIEMPRE VIVA,R03,ERROR,23.0,20.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
3372,AWS167,1932-01-01,15:57,110.0,40,RUTA 9,R02,PAGADA,70.0,68.0,,,
3373,2999961,2021-03-12,20:24,49.0,40,AV SIEMPRE VIVA,R03,APELADA,9.0,7.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
3374,41RSTZ,1932-01-01,15:58,99.0,60,AV SIEMPRE VIVA,R03,PAGADA,39.0,36.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/86c92b0402fec141_patente.jpg,41RSTZ,1.0
3375,AWS167,1932-01-01,00:00,108.0,80,AV LIBERTADOR,R02,IMPAGA,28.0,24.0,,,
3376,GLEN1E,1932-01-01,10:18,83.0,60,AV LIBERTADOR,R03,APELADA,23.0,20.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b9f5b9acf1777acf.jpg,GLENIE,0.8333
3380,AWS167,1932-01-01,10:18,115.0,40,AV LIBERTADOR,,IMPAGA,75.0,73.0,,,
3381,B81JKY,1932-01-01,00:00,115.0,80,AV LIBERTADOR,R02,IMPAGA,35.0,31.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/80e02a518ffe4cb2.jpg,B81JKY,1.0
3384,3646HBH,1932-01-01,00:00,101.0,80,AV LIBERTADOR,R02,IMPAGA,21.0,17.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,1.0
3385,990XYK,1932-01-01,00:00,106.0,80,AV SIEMPRE VIVA,R03,APELADA,26.0,22.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/11f80fda2c38011c.jpg,990XWK,0.8333
3386,MPX9357,1932-01-01,20:25,89.0,80,AV SIEMPRE VIVA,R03,APELADA,9.0,5.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,1.0
3387,RFH373,2024-01-05,00:00,74.0,60,AV SIEMPRE VIVA,R01,PAGADA,14.0,11.0,,,
3394,HF3461,1932-01-01,20:25,131.0,60,AV LIBERTADOR,R01,APELADA,71.0,68.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
3395,990XYK,2020-10-03,00:00,120.0,60,RUTA 9,R02,IMPAGA,60.0,57.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/11f80fda2c38011c.jpg,990XWK,0.8333
3396,DI2LOT,1932-01-01,00:00,148.0,80,AV SIEMPRE VIVA,,ERROR,68.0,64.0,,,
3401,BHRP770,1932-01-01,20:25,130.0,60,AV LIBERTADOR,,PAGADA,70.0,67.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,1.0
3402,GLEN1E,1932-01-01,00:00,117.0,60,RUTA 9,R01,PAGADA,57.0,54.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/b9f5b9acf1777acf.jpg,GLENIE,0.8333
3403,GCP332,1932-01-01,00:00,136.0,60,AV LIBERTADOR,,PAGADA,76.0,73.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,GCP332,1.0
3406,8B90638,1932-01-01,10:19,130.0,80,AV LIBERTADOR,R02,APELADA,50.0,46.0,/content/tp-herramientas-de-softw/urban_flow/data/raw/imgs/urban_flow_plates/6a0ef049e5ec4b16_patente.jpg,8B90638,1.0
